"outlet_name","political_leaning","link","domain","domain_stripped","source","factuality","bias","qr_check"
"Newsner",NA,"en.newsner.com","en.newsner.com","newsner","MBFC","very low","Questionable","questionable"
"End Time Headlines",NA,"endtimeheadlines.org","endtimeheadlines.org","endtimeheadlines","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Escape all these Things",NA,"escapeallthesethings.com","escapeallthesethings.com","escapeallthesethings","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Family Survival Headlines",NA,"familysurvivalheadlines.com","familysurvivalheadlines.com","familysurvivalheadlines","MBFC","low","Questionable","questionable"
"Food Babe",NA,"foodbabe.com","foodbabe.com","foodbabe","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Forever Conscious",NA,"foreverconscious.com","foreverconscious.com","foreverconscious","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Friends of Science",NA,"friendsofscience.org","friendsofscience.org","friendsofscience","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Covert Geopolitics",NA,"geopolitics.co","geopolitics.co","geopolitics","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Get Holistic Health",NA,"getholistichealth.com","getholistichealth.com","getholistichealth","MBFC","low","Conspiracy-Pseudoscience","questionable"
"GMWatch",NA,"gmwatch.org","gmwatch.org","gmwatch","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Government Slaves",NA,"govtslaves.com","govtslaves.com","govtslaves","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Healing Oracle",NA,"healingoracle.ch","healingoracle.ch","healingoracle","MBFC","very low","Conspiracy-Pseudoscience","questionable"
"Health Impact News",NA,"healthimpactnews.com","healthimpactnews.com","healthimpactnews","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Healthy Food House",NA,"healthyfoodhouse.com","healthyfoodhouse.com","healthyfoodhouse","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Hello Christian",NA,"hellochristian.com","hellochristian.com","hellochristian","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Higher Perspective",NA,"higherperspectives.com","higherperspectives.com","higherperspectives","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Health Sciences Institute",NA,"hsionline.com","hsionline.com","hsionline","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Action News",NA,"http://actionnews3.com","actionnews3.com","actionnews3","MBFC","very low","Questionable","questionable"
"Vatican Radio",NA,"http://en.radiovaticana.va/","en.radiovaticana.va","radiovaticana","MBFC","mixed","Questionable","questionable"
"Earth We are One (EWAO)",NA,"http://ewao.com","ewao.com","ewao","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Zox (Maga2020.us)",NA,"http://maga2020.us","maga2020.us","maga2020","MBFC","very low","Questionable","questionable"
"Now8News",NA,"http://now8news.com/","now8news.com","now8news","MBFC","very low","Questionable","questionable"
"Our Health Guides",NA,"http://ourhealthguides.com/","ourhealthguides.com","ourhealthguides","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Space.News",NA,"http://space.news/","space.news","space","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"12minutos.com",NA,"http://www.12minutos.com/","www.12minutos.com","12minutos","MBFC","low","Questionable","questionable"
"Breakingnews247.net",NA,"http://www.breakingnews247.net/","www.breakingnews247.net","breakingnews247","MBFC","low","Questionable","questionable"
"Global Skywatch",NA,"http://www.globalskywatch.com/","www.globalskywatch.com","globalskywatch","MBFC","low","Conspiracy-Pseudoscience","questionable"
"LADbible",NA,"http://www.ladbible.com","www.ladbible.com","ladbible","MBFC","very low","Questionable","questionable"
"Citizens for Legitimate Government",NA,"http://www.legitgov.org/","www.legitgov.org","legitgov","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Secure America Now",NA,"http://www.secureamericanow.org/","www.secureamericanow.org","secureamericanow","MBFC","mixed","Questionable","questionable"
"Syria News",NA,"http://www.syrianews.cc/","www.syrianews.cc","syrianews","MBFC","low","Questionable","questionable"
"Alliance for Natural Health (ANH-USA)",NA,"https://anh-usa.org","anh-usa.org","anh-usa","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Christian Apologetics & Research Ministry (CARM)",NA,"https://carm.org","carm.org","carm","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Children’s Health Defense",NA,"https://childrenshealthdefense.org/","childrenshealthdefense.org","childrenshealthdefense","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Climatism",NA,"https://climatism.blog","climatism.blog","climatism","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Electroverse",NA,"https://electroverse.net/","electroverse.net","electroverse","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Fabiosa",NA,"https://fabiosa.com/","fabiosa.com","fabiosa","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Goop.com",NA,"https://goop.com/","goop.com","goop","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Hoodsite",NA,"https://hoodsite.com/","hoodsite.com","hoodsite","MBFC","mixed","Questionable","questionable"
"Inner Strength Zone",NA,"https://innerstrength.zone/","innerstrength.zone","innerstrength","MBFC","mixed","Questionable","questionable"
"Mixi.Media","Right","https://mixi.media/","mixi.media","mixi","MBFC","low","Questionable","questionable"
"Not Allowed To",NA,"https://notallowedto.com/","notallowedto.com","notallowedto","MBFC","low","Questionable","questionable"
"OffGuardian",NA,"https://off-guardian.org","off-guardian.org","off-guardian","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Patriots for Truth",NA,"https://patriots4truth.org/","patriots4truth.org","patriots4truth","MBFC","very low","Conspiracy-Pseudoscience","questionable"
"PeaceData",NA,"https://peacedata.net/","peacedata.net","peacedata","MBFC","mixed","Questionable","questionable"
"Southfront",NA,"https://southfront.org/","southfront.org","southfront","MBFC","low","Conspiracy-Pseudoscience","questionable"
"NeuroNation",NA,"https://sp.neuronation.com/en/","sp.neuronation.com","neuronation","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Swiss Policy Research",NA,"https://swprs.org/","swprs.org","swprs","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"The Highwire",NA,"https://thehighwire.com/","thehighwire.com","thehighwire","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Thought Catalog",NA,"https://thoughtcatalog.com/","thoughtcatalog.com","thoughtcatalog","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Vaccine Impact",NA,"https://vaccineimpact.com/","vaccineimpact.com","vaccineimpact","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Viral Cocaine",NA,"https://viralcocaine.com/","viralcocaine.com","viralcocaine","MBFC","low","Questionable","questionable"
"Viral Hatch",NA,"https://viralhatch.com/","viralhatch.com","viralhatch","MBFC","low","Conspiracy-Pseudoscience","questionable"
"America’s Frontline Doctors",NA,"https://www.americasfrontlinedoctors.com/","www.americasfrontlinedoctors.com","americasfrontlinedoctors","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Apost.com",NA,"https://www.apost.com/","www.apost.com","apost","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Autism Investigated",NA,"https://www.autisminvestigated.com/","www.autisminvestigated.com","autisminvestigated","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Committee for a Constructive Tomorrow (CFACT)",NA,"https://www.cfact.org","www.cfact.org","cfact","MBFC","low","Conspiracy-Pseudoscience","questionable"
"International Climate Science Coalition",NA,"https://www.climatescienceinternational.org","www.climatescienceinternational.org","climatescienceinternational","MBFC","low","Conspiracy-Pseudoscience","questionable"
"DoctorOz.com (Dr. Oz)",NA,"https://www.doctoroz.com/","www.doctoroz.com","doctoroz","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Environmental Working Group (EWG)",NA,"https://www.ewg.org/","www.ewg.org","ewg","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Gaia",NA,"https://www.gaia.com/","www.gaia.com","gaia","MBFC","low","Conspiracy-Pseudoscience","questionable"
"GreenMedInfo",NA,"https://www.greenmedinfo.com/","www.greenmedinfo.com","greenmedinfo","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Grunge.com",NA,"https://www.grunge.com/","www.grunge.com","grunge","MBFC","mixed","Questionable","questionable"
"Healthy and Natural World",NA,"https://www.healthyandnaturalworld.com/","www.healthyandnaturalworld.com","healthyandnaturalworld","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Institute for Creation Research",NA,"https://www.icr.org/homepage/","www.icr.org","icr","MBFC","very low","Conspiracy-Pseudoscience","questionable"
"Medical Medium",NA,"https://www.medicalmedium.com/","www.medicalmedium.com","medicalmedium","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Organic Consumers Association",NA,"https://www.organicconsumers.org/","www.organicconsumers.org","organicconsumers","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Prevention Magazine",NA,"https://www.prevention.com/","www.prevention.com","prevention","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Henry Makow (savethemales.ca)",NA,"https://www.savethemales.ca/","www.savethemales.ca","savethemales","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Santa Monica Observer",NA,"https://www.smobserved.com","www.smobserved.com","smobserved","MBFC","low","Questionable","questionable"
"Signs of the Times (SOTT)",NA,"https://www.sott.net/","www.sott.net","sott","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"The Science News Reporter",NA,"https://www.thescinewsreporter.com","www.thescinewsreporter.com","thescinewsreporter","MBFC","mixed","Questionable","questionable"
"Thinking Humanity",NA,"https://www.thinkinghumanity.com/","www.thinkinghumanity.com","thinkinghumanity","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Weston A. Price Foundation",NA,"https://www.westonaprice.org/","www.westonaprice.org","westonaprice","MBFC","low","Conspiracy-Pseudoscience","questionable"
"World Affairs Brief",NA,"https://www.worldaffairsbrief.com","www.worldaffairsbrief.com","worldaffairsbrief","MBFC","very low","Conspiracy-Pseudoscience","questionable"
"WorldHealth.net",NA,"https://www.worldhealth.net/","www.worldhealth.net","worldhealth","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Ice Age Now",NA,"iceagenow.info","iceagenow.info","iceagenow","MBFC","low","Conspiracy-Pseudoscience","questionable"
"I Heart Intelligence",NA,"iheartintelligence.com","iheartintelligence.com","iheartintelligence","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Illuminati Watcher",NA,"illuminatiwatcher.com","illuminatiwatcher.com","illuminatiwatcher","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Iowa Climate Science Education",NA,"iowaclimate.org","iowaclimate.org","iowaclimate","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Climate Etc",NA,"judithcurry.com","judithcurry.com","judithcurry","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"JunkScience.com",NA,"junkscience.com","junkscience.com","junkscience","MBFC","low","Conspiracy-Pseudoscience","questionable"
"LaRouche PAC",NA,"larouchepac.com","larouchepac.com","larouchepac","MBFC","low","Conspiracy-Pseudoscience","questionable"
"ACNLatitudes",NA,"latitudes.org","latitudes.org","latitudes","MBFC","-","Conspiracy-Pseudoscience","reliable"
"Learn The Risk",NA,"learntherisk.org","learntherisk.org","learntherisk","MBFC","very low","Conspiracy-Pseudoscience","questionable"
"Liberty Videos",NA,"libertyvideos.org","libertyvideos.org","libertyvideos","MBFC","low","Conspiracy-Pseudoscience","questionable"
"LifeSpa",NA,"lifespa.com","lifespa.com","lifespa","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Live Action",NA,"liveaction.org","liveaction.org","liveaction","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Alt-Market",NA,"http://alt-market.com/","alt-market.com","alt-market","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Alternative Media Television (AMTV)",NA,"https://www.amtvmedia.com/","www.amtvmedia.com","amtvmedia","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Natural Cures",NA,"naturalcures.com","naturalcures.com","naturalcures","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Naturally Savvy",NA,"naturallysavvy.com","naturallysavvy.com","naturallysavvy","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Natural Society",NA,"naturalsociety.com","naturalsociety.com","naturalsociety","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
"Neon Nettle",NA,"neonnettle.com","neonnettle.com","neonnettle","MBFC","low","Conspiracy-Pseudoscience","questionable"
"News Inside Out",NA,"newsinsideout.com","newsinsideout.com","newsinsideout","MBFC","low","Conspiracy-Pseudoscience","questionable"
"NoTricksZone",NA,"notrickszone.com","notrickszone.com","notrickszone","MBFC","low","Conspiracy-Pseudoscience","questionable"
"Nutritionfacts.org",NA,"nutritionfacts.org","nutritionfacts.org","nutritionfacts","MBFC","mixed","Conspiracy-Pseudoscience","questionable"
